relation_set,seed,relation,stat,mean,std,min,q05,q50,q95,max,degree_q10,degree_q90,feature_deviation_q90,neighbor_cosine_q10,fraud_proto_train_nodes,benign_proto_train_nodes,prototype_labels,test_label_used
uvu,2026,UVU,neighbor_cosine,0.3666815459728241,0.4482899308204651,0.0,0.02060605026781559,0.037892021238803864,0.9998300075531006,0.9999892711639404,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
uvu,2026,UVU,zscore_high_fraction,0.053576696664094925,0.09629019349813461,0.0,0.0,0.0,0.2800000011920929,1.0,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
uvu,2026,UVU,fraud_proto_dist_z,-1.8364458842512477e-09,1.0,-1.9278724193572998,-1.511792540550232,0.0695188045501709,1.279020071029663,10.280903816223145,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
uvu,2026,UVU,benign_proto_dist_z,9.453703597728236e-08,1.0,-2.577692985534668,-2.072941303253174,0.3076590895652771,0.3160218298435211,9.487924575805664,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
uvu,2026,UVU,fraud_minus_benign_margin_z,-3.7687062359736956e-08,0.9999999403953552,-0.4321478307247162,-0.4318315386772156,-0.43147218227386475,2.4544413089752197,2.455739974975586,9.0,411.7000000000007,1491.1762675504551,0.025005066188821878,319,4425,train_only,False
all,42,UPU,log_degree_norm,0.3283191919326782,0.2370554804801941,0.0,0.0,0.31192833185195923,0.7752532958984375,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,UPU,degree_top10,0.10046885162591934,0.30062413215637207,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,UPU,degree_low,0.14400535821914673,0.35109516978263855,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,UPU,feature_l2_deviation_z,-3.7687062359736956e-08,1.0,-0.9123706221580505,-0.8871681094169617,-0.2572071850299835,1.9948043823242188,7.0221734046936035,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,UPU,neighbor_cosine,0.4106106758117676,0.440712571144104,0.0,0.0,0.11099334806203842,0.9998435974121094,0.999993085861206,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,UPU,zscore_high_fraction,0.1319357007741928,0.200794979929924,0.0,0.0,0.03999999910593033,0.6000000238418579,1.0,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,UPU,fraud_proto_dist_z,-1.4084741906117415e-07,1.0,-1.6307828426361084,-1.2759238481521606,-0.03573005273938179,1.6631994247436523,10.094874382019043,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
all,42,UPU,benign_proto_dist_z,-2.8265297657981137e-08,1.0,-1.7890431880950928,-1.383849024772644,0.019697776064276695,1.472161054611206,10.225255012512207,0.0,53.0,1478.084805091266,0.029128107270255978,279,3788,train_only,False
