dataset,model,run_name,n_seeds_present,auprc_mean,auprc_std,roc_auc_mean,roc_auc_std,macro_f1_mean,macro_f1_std,g_means_mean,g_means_std,mean_abs_delta_rel_mean,mean_abs_delta_rel_std,mean_alpha_llm_mean,mean_alpha_llm_std,mean_alpha_llm_accepted_mean,mean_alpha_llm_accepted_std,mean_alpha_llm_rejected_mean,mean_alpha_llm_rejected_std,max_abs_alpha_llm_rejected_mean,max_abs_alpha_llm_rejected_std,mean_gate_entropy_mean,mean_gate_entropy_std,mean_dominance_rho_mean,mean_dominance_rho_std,gate_weight_rel_0_mean,gate_weight_rel_0_std,gate_weight_rel_1_mean,gate_weight_rel_1_std,gate_weight_rel_2_mean,gate_weight_rel_2_std
amazon,bwgnn,phase2_amz_c1_drel05_ltrust1em2_tau18_lsp0,5,0.8645263720950813,0.018820935245454556,0.9747557801987637,0.006618774744543721,0.9128790307520619,0.003256440114277848,0.8871302451749694,0.016910779456107222,0.3141614496707916,0.15294586854979417,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.6969247590750456,0.433388364132723,0.16362235993146895,0.2649252337309069,0.1609646193915978,0.1796050723750646,0.5522729068994522,0.33028005730570603,0.2867624577600509,0.2507350970080733
amazon,bwgnn,phase2_amz_c2_drel075_ltrust1em2_tau18_lsp0,5,0.8645938697339044,0.01874905997062298,0.9747831016700249,0.0066062852369284586,0.911330963253403,0.0040325083851379465,0.888780631613179,0.017035490761435044,0.4727946430444717,0.2581534024965555,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.657028254121542,0.432090045217566,0.17893706411123275,0.2852063152647245,0.18303026136709377,0.21257733766924772,0.5391807943582535,0.35744558009842514,0.2777889432152733,0.28614658005923704
amazon,bwgnn,phase2_amz_c3_drel05_ltrust3em3_tau18_lsp0,5,0.8645266694607054,0.018823464260363586,0.9747559168061201,0.006618500899428088,0.9128790307520619,0.003256440114277848,0.8871302451749694,0.016910779456107222,0.3142678827047348,0.1530497704127289,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.692757822200656,0.43596014560678625,0.1654409322887659,0.2675907096035606,0.16074182741576806,0.17947978212675145,0.5552345991134644,0.33281108877281207,0.28402356393635275,0.2520395240630781
amazon,bwgnn,phase2_amz_c4_drel05_ltrust1em2_tau13_lsp3em4,5,0.864523470337143,0.018820647377505696,0.9747540043031317,0.006617833306238612,0.9128790307520619,0.003256440114277848,0.8871302451749694,0.016910779456107222,0.3058441370725632,0.16254830912147916,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.6321810835972428,0.45387228900369037,0.19259839095175266,0.30949176629092534,0.15942367247480432,0.19401412106140356,0.5801567018032074,0.3501864114483177,0.2604196199477883,0.270516366276995
amazon,bwgnn,phase2_amz_c5_drel05_align_only,5,0.8644879808879045,0.018877918173853522,0.97474963286773,0.006631564018788533,0.9115666293296529,0.004311679867641035,0.888508707747233,0.016746279382639583,0.3311714380979538,0.16506595533543242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756469570100307,0.3586428415370777,0.10497891791164875,0.13863436538441368,0.1200569219654426,0.07634155892084252,0.17378664212301373,0.14445096022032522,0.7061564326286316,0.17917218260239678
amazon,bwgnn,phase2_amz_c6_drel05_judge_residual,5,0.8644879808879045,0.018877918173853522,0.97474963286773,0.006631564018788533,0.9115666293296529,0.004311679867641035,0.888508707747233,0.016746279382639583,0.33117144703865053,0.16506596912598587,1.8183348038292026e-05,1.218089935266032e-05,0.0036511010956019165,0.0027087129821501636,0.0,0.0,0.0,0.0,0.6756373435258866,0.3586410093189909,0.10497604161500931,0.13863433016496013,0.12005520979873836,0.0763423927311045,0.1737731656059623,0.14442848001467226,0.7061716198921204,0.17915487543921418
