dataset,model,run_name,seed,metrics_present,diagnostics_present,auprc,roc_auc,macro_f1,g_means,diag_mean_abs_delta_rel,diag_mean_alpha_llm,diag_mean_alpha_llm_accepted,diag_mean_alpha_llm_rejected,diag_max_abs_alpha_llm_rejected,diag_mean_gate_entropy,diag_mean_dominance_rho,diag_gate_weight_rel_0,diag_gate_weight_rel_1,diag_gate_weight_rel_2
yelpchi,bwgnn,phase2_yelp_s3_lalign_1em2,789,True,True,0.5722517967224121,0.8720923066139221,0.7290517091751099,0.7053650617599487,1.4651901721954346,0.0,0.0,0.0,0.0,0.5163869261741638,nan,0.7936518788337708,0.04750189557671547,0.15884627401828766
yelpchi,bwgnn,phase2_yelp_s3_lalign_1em2,2026,True,True,0.5782915353775024,0.874598503112793,0.7374229431152344,0.719092845916748,1.3749932050704956,0.0,0.0,0.0,0.0,0.3489059507846832,nan,0.8135687708854675,0.1165359765291214,0.06989526003599167
yelpchi,bwgnn,phase2_yelp_s3_alpha_0,42,True,True,0.5444540403788491,0.860581195618224,0.7223029132917482,0.7187603141136844,1.4455628395080566,0.0,0.0,0.0,0.0,0.3554937541484833,0.6721862554550171,0.885504424571991,0.06141027808189392,0.05308537185192108
yelpchi,bwgnn,phase2_yelp_s3_alpha_0,123,True,True,0.583940757515,0.8712131096115271,0.7358238993783609,0.7064491710023924,1.4227476119995117,0.0,0.0,0.0,0.0,0.2960915267467499,0.585437536239624,0.9160397052764893,0.06695656478404999,0.01700368896126747
yelpchi,bwgnn,phase2_yelp_s3_alpha_0,456,True,True,0.5712831020355225,0.8646317720413208,0.7258765697479248,0.715124785900116,1.502850890159607,0.0,0.0,0.0,0.0,0.1247999519109726,nan,0.9720169901847839,0.008615990169346333,0.019367123022675514
yelpchi,bwgnn,phase2_yelp_s3_alpha_0,789,True,True,0.5711163878440857,0.8709123134613037,0.7285540103912354,0.708757758140564,1.4552620649337769,0.0,0.0,0.0,0.0,0.20241817831993103,nan,0.9394219517707825,0.021643947809934616,0.03893420100212097
yelpchi,bwgnn,phase2_yelp_s3_alpha_0,2026,True,True,0.5741362571716309,0.8712254166603088,0.7349859476089478,0.7181962728500366,1.3593477010726929,0.0,0.0,0.0,0.0,0.36357125639915466,nan,0.4218921959400177,0.05378733575344086,0.5243205428123474
yelpchi,bwgnn,phase2_yelp_s3_alpha_01,42,True,True,0.5443793019497862,0.8605259698169012,0.7240971671822759,0.7133467044051599,1.444868803024292,8.161130244843662e-05,0.09616322815418243,0.0,0.0,0.3570922315120697,0.6728472709655762,0.8846420049667358,0.06157086789608002,0.053787149488925934
yelpchi,bwgnn,phase2_yelp_s3_alpha_01,123,True,True,0.5841271281242371,0.8715604543685913,0.73530513048172,0.7049211263656616,1.4039865732192993,7.823599298717454e-05,0.06307468563318253,0.0,0.0,0.3746962547302246,nan,0.8898369669914246,0.08276327699422836,0.02739984728395939
yelpchi,bwgnn,phase2_yelp_s3_alpha_01,456,True,True,0.5730764269828796,0.8665761947631836,0.7265040278434753,0.7142719030380249,1.4871655702590942,0.00011147945770062506,0.09665899723768234,0.0,0.0,0.2647046446800232,nan,0.8777614831924438,0.11662959307432175,0.005609049461781979
yelpchi,bwgnn,phase2_yelp_s3_alpha_01,789,True,True,0.5692082643508911,0.8684064745903015,0.7272445559501648,0.7069631218910217,1.4688799381256104,7.19211675459519e-05,0.09720779210329056,0.0,0.0,0.24054056406021118,nan,0.9371379017829895,0.03766586259007454,0.025196176022291183
yelpchi,bwgnn,phase2_yelp_s3_alpha_01,2026,True,True,0.5774965882301331,0.8725782632827759,0.736823558807373,0.7190582156181335,1.6029332876205444,0.00010648016905179247,0.09986100345849991,0.0,0.0,0.25014761090278625,nan,0.8169992566108704,0.029256951063871384,0.15374374389648438
yelpchi,bwgnn,phase2_yelp_s3_alpha_03,42,True,True,0.5444047460559065,0.8604875917573412,0.7244055891929966,0.7132836315030293,1.436500906944275,0.00024507701164111495,0.28877609968185425,0.0,0.0,0.3427727222442627,0.6697413325309753,0.8915733098983765,0.06123606860637665,0.04719063639640808
yelpchi,bwgnn,phase2_yelp_s3_alpha_03,123,True,True,0.5899317860603333,0.8763355612754822,0.7359594106674194,0.7159565091133118,1.4740233421325684,0.0003477762802504003,0.28038087487220764,0.0,0.0,0.4109126329421997,nan,0.6442750692367554,0.35041743516921997,0.005307531915605068
yelpchi,bwgnn,phase2_yelp_s3_alpha_03,456,True,True,0.571755588054657,0.8652874231338501,0.7273347973823547,0.7193087339401245,1.4393051862716675,0.00014522763376589864,0.12592056393623352,0.0,0.0,0.2321968972682953,nan,0.9348933100700378,0.02086726948618889,0.044239431619644165
yelpchi,bwgnn,phase2_yelp_s3_alpha_03,789,True,True,0.5706069469451904,0.8704442977905273,0.7281793355941772,0.7058027386665344,1.4603440761566162,0.00022038212046027184,0.2978658676147461,0.0,0.0,0.28143754601478577,nan,0.8848954439163208,0.10426758974790573,0.010836943052709103
yelpchi,bwgnn,phase2_yelp_s3_alpha_03,2026,True,True,0.5675695538520813,0.8692713975906372,0.7342400550842285,0.7140234708786011,1.464924693107605,0.00031755302916280925,0.29781287908554077,0.0,0.0,0.2507493197917938,nan,0.908126175403595,0.02788676880300045,0.0639871135354042
